Year,State,Accidents,Fatalities,Cause,Month
2015,Uttar Pradesh,2735,756,Speeding,Feb
2016,Tamil Nadu,1334,397,Speeding,May
2016,Tamil Nadu,1186,255,Speeding,Nov
2023,Delhi,2103,256,Weather,Apr
2023,Madhya Pradesh,2216,556,Overtaking,Oct
2017,Haryana,3714,377,Vehicle Defect,Nov
2020,Rajasthan,1382,312,Vehicle Defect,Jan
2017,Gujarat,100,11,Vehicle Defect,Nov
2017,Haryana,869,202,Speeding,Dec
2016,Odisha,4644,1054,Drunk Driving,Dec
2023,Tamil Nadu,4647,650,Vehicle Defect,Oct
2023,Gujarat,1681,246,Overtaking,Feb
2021,Tamil Nadu,591,166,Overtaking,Apr
2020,Odisha,1120,230,Drunk Driving,Feb
2017,Kerala,4180,1082,Overtaking,Oct
2017,Uttar Pradesh,4798,1399,Speeding,Nov
2020,Kerala,286,73,Speeding,Aug
2019,Kerala,2394,438,Weather,Feb
2017,Delhi,2379,482,Overtaking,Apr
2018,Karnataka,2342,562,Speeding,Apr
2023,Uttar Pradesh,1497,303,Drunk Driving,Sep
2017,Gujarat,644,91,Drunk Driving,Jan
2017,Tamil Nadu,738,100,Drunk Driving,Jun
2020,Tamil Nadu,4782,766,Vehicle Defect,Feb
2016,Punjab,1930,313,Weather,Feb
2022,Kerala,1105,160,Overtaking,Nov
2018,Tamil Nadu,4434,1264,Weather,Oct
2015,Karnataka,430,72,Speeding,Mar
2021,Karnataka,1525,360,Speeding,May
2022,Assam,1522,231,Drunk Driving,Jan
2018,Uttar Pradesh,2832,530,Speeding,Oct
2021,Karnataka,4554,574,Vehicle Defect,Jun
2015,Karnataka,2974,493,Drunk Driving,Mar
2016,Haryana,1770,454,Speeding,Dec
2022,Bihar,2982,663,Overtaking,Jun
2017,Karnataka,3236,836,Drunk Driving,Apr
2022,Delhi,722,75,Drunk Driving,Sep
2018,West Bengal,1482,387,Vehicle Defect,Jun
2022,Kerala,1658,318,Vehicle Defect,Oct
2017,Uttar Pradesh,1341,340,Drunk Driving,Apr
2018,Punjab,4261,1248,Vehicle Defect,Aug
2021,Rajasthan,4454,904,Drunk Driving,Jun
2022,Tamil Nadu,318,49,Vehicle Defect,Apr
2023,Tamil Nadu,4322,861,Speeding,Mar
2016,Uttar Pradesh,2464,602,Overtaking,Feb
2016,Kerala,3886,1075,Vehicle Defect,Apr
2019,Madhya Pradesh,781,229,Speeding,Aug
2016,Kerala,160,39,Weather,Jun
2023,West Bengal,3377,397,Overtaking,Aug
2021,Maharashtra,2400,623,Speeding,Nov
2021,Delhi,3452,540,Drunk Driving,Nov
2015,Tamil Nadu,2907,512,Drunk Driving,Mar
2018,Tamil Nadu,3350,425,Speeding,Feb
2018,Kerala,2720,547,Overtaking,Mar
2018,Madhya Pradesh,4462,606,Drunk Driving,Jan
2019,Tamil Nadu,1111,247,Drunk Driving,Jan
2023,Delhi,2975,814,Drunk Driving,May
2016,Madhya Pradesh,3537,650,Weather,Nov
2018,Gujarat,524,102,Vehicle Defect,Mar
2022,Madhya Pradesh,3167,838,Vehicle Defect,Aug
2021,Gujarat,2084,584,Vehicle Defect,Nov
2015,Haryana,3974,744,Drunk Driving,Jan
2021,Delhi,295,50,Overtaking,Oct
2019,Bihar,1087,121,Overtaking,Sep
2022,Gujarat,950,212,Weather,Mar
2019,Karnataka,3248,411,Drunk Driving,Apr
2017,Delhi,1109,298,Speeding,Jun
2019,Punjab,3802,748,Overtaking,Aug
2023,Maharashtra,2046,320,Vehicle Defect,Nov
2020,Odisha,4032,1207,Speeding,Sep
2016,Maharashtra,2872,807,Speeding,Feb
2022,Karnataka,730,197,Vehicle Defect,Jul
2015,Madhya Pradesh,4728,1082,Vehicle Defect,Jul
2017,West Bengal,4229,1196,Drunk Driving,Aug
2020,Kerala,4893,1466,Speeding,Jun
2022,West Bengal,4215,913,Vehicle Defect,Jan
2023,West Bengal,3792,489,Speeding,Dec
2022,Tamil Nadu,1492,382,Overtaking,Dec
2017,Rajasthan,3752,566,Vehicle Defect,Nov
2017,Tamil Nadu,3566,1012,Vehicle Defect,Apr
2021,Delhi,2873,323,Weather,Apr
2020,Gujarat,3583,804,Vehicle Defect,Sep
2023,Karnataka,464,130,Overtaking,Feb
2020,Madhya Pradesh,4465,1114,Speeding,Sep
2021,Assam,4000,490,Speeding,Oct
2016,Punjab,817,205,Drunk Driving,Oct
2019,Uttar Pradesh,3744,424,Weather,Sep
2022,Uttar Pradesh,501,91,Overtaking,Jan
2021,West Bengal,3631,467,Weather,Aug
2018,Delhi,1804,327,Weather,Apr
2021,Gujarat,3286,577,Speeding,Nov
2015,West Bengal,949,243,Drunk Driving,Oct
2016,Rajasthan,1524,357,Drunk Driving,Sep
2018,Gujarat,2172,527,Overtaking,Mar
2018,Kerala,4728,1096,Weather,Jan
2016,West Bengal,2400,337,Vehicle Defect,Mar
2020,Karnataka,870,172,Drunk Driving,May
2022,Maharashtra,3606,782,Speeding,Sep
2022,West Bengal,2943,789,Overtaking,Oct
2020,Uttar Pradesh,2698,490,Drunk Driving,Jul
2015,West Bengal,1515,221,Drunk Driving,Nov
2022,Tamil Nadu,2350,348,Weather,Sep
2022,Odisha,4370,1021,Speeding,Jul
2016,Karnataka,2823,418,Vehicle Defect,Oct
2018,Madhya Pradesh,4661,757,Speeding,Jul
2023,Maharashtra,2860,644,Speeding,Nov
2023,Kerala,1009,169,Weather,Sep
2018,Odisha,1457,332,Drunk Driving,Dec
2021,Madhya Pradesh,805,165,Overtaking,Nov
2016,Gujarat,204,59,Overtaking,Jan
2015,Maharashtra,2248,384,Speeding,Mar
2019,Haryana,3926,984,Overtaking,Jan
2020,Madhya Pradesh,3542,368,Overtaking,Nov
2023,West Bengal,489,139,Speeding,Jan
2022,Gujarat,3654,681,Vehicle Defect,Dec
2015,Odisha,3011,322,Overtaking,May
2022,West Bengal,4780,993,Drunk Driving,Feb
2020,West Bengal,2830,410,Overtaking,Nov
2021,Odisha,4810,597,Vehicle Defect,Aug
2017,Kerala,1320,148,Speeding,Jun
2022,West Bengal,2639,475,Vehicle Defect,Oct
2017,Uttar Pradesh,3924,1033,Vehicle Defect,May
2017,Bihar,4291,858,Speeding,Dec
2020,Uttar Pradesh,854,133,Weather,Apr
2016,Delhi,1673,499,Speeding,Jan
2017,Karnataka,1259,249,Vehicle Defect,Apr
2016,Assam,1845,385,Drunk Driving,May
2018,Delhi,525,109,Weather,Mar
2016,Delhi,1224,164,Vehicle Defect,Dec
2019,Gujarat,1900,331,Drunk Driving,Jan
2019,West Bengal,1965,458,Speeding,Nov
2022,Tamil Nadu,1852,205,Speeding,Jul
2017,Karnataka,1559,405,Vehicle Defect,Sep
2019,Maharashtra,3669,568,Weather,Apr
2015,Haryana,2378,468,Overtaking,Oct
2017,Tamil Nadu,938,275,Weather,Oct
2019,Karnataka,2707,776,Drunk Driving,Jul
2021,Rajasthan,1796,478,Vehicle Defect,Jun
2018,Rajasthan,2943,740,Drunk Driving,May
2022,Uttar Pradesh,1005,110,Weather,Dec
2018,Delhi,1851,242,Speeding,Jun
2018,Bihar,3795,458,Overtaking,May
2018,Punjab,3507,446,Speeding,Apr
2017,Uttar Pradesh,4608,1320,Speeding,Feb
2022,Rajasthan,4922,758,Overtaking,Feb
2017,Rajasthan,3194,414,Weather,Nov
2016,Karnataka,2261,638,Weather,Jun
2021,Assam,1739,421,Weather,Dec
2015,Tamil Nadu,760,223,Vehicle Defect,Dec
2018,Tamil Nadu,3525,517,Speeding,Jun
2018,Uttar Pradesh,1134,315,Weather,Nov
2015,Karnataka,3446,651,Speeding,Jun
2022,Punjab,1733,371,Speeding,Jun
2016,Haryana,1836,327,Drunk Driving,Feb
2015,Karnataka,4427,545,Speeding,Apr
2015,Rajasthan,1987,467,Vehicle Defect,Nov
2017,Uttar Pradesh,3888,800,Weather,Jun
2022,Haryana,4714,567,Weather,Sep
2016,Haryana,4357,1114,Speeding,Mar
2017,Assam,2381,570,Overtaking,Dec
2017,Kerala,773,216,Drunk Driving,Jul
2021,Karnataka,4040,1090,Drunk Driving,May
2023,Rajasthan,4645,564,Speeding,Jan
2016,Punjab,3421,862,Drunk Driving,Jun
2022,Kerala,2023,241,Weather,Jan
2020,Karnataka,1706,211,Overtaking,May
2022,Rajasthan,265,67,Drunk Driving,Sep
2021,Tamil Nadu,4669,1078,Speeding,Jul
2018,Punjab,1596,435,Weather,Sep
2022,Kerala,4612,995,Weather,May
2021,Delhi,1527,172,Drunk Driving,Oct
2016,Delhi,1680,301,Drunk Driving,Mar
2016,Bihar,427,107,Weather,Nov
2020,Assam,1658,299,Speeding,Apr
2018,Tamil Nadu,469,91,Vehicle Defect,Apr
2022,Maharashtra,861,161,Overtaking,Oct
2019,Assam,653,70,Drunk Driving,May
2016,Karnataka,1769,451,Weather,Dec
2016,Madhya Pradesh,206,29,Speeding,Feb
2015,Rajasthan,3339,943,Drunk Driving,Feb
2020,Assam,1955,462,Drunk Driving,Sep
2018,Madhya Pradesh,538,69,Vehicle Defect,Oct
2016,Maharashtra,463,51,Overtaking,Nov
2016,Karnataka,2173,550,Overtaking,Jul
2019,Karnataka,1829,260,Overtaking,Mar
2016,West Bengal,2490,656,Vehicle Defect,Jan
2016,Karnataka,3101,569,Drunk Driving,Mar
2016,West Bengal,2329,341,Drunk Driving,Dec
2015,Karnataka,896,177,Drunk Driving,Feb
2023,Bihar,3747,704,Drunk Driving,Dec
2017,Kerala,1700,317,Weather,Jan
2016,Maharashtra,4280,1232,Overtaking,Dec
2016,West Bengal,432,110,Overtaking,Oct
2023,Bihar,1627,457,Overtaking,Nov
2017,Maharashtra,1811,184,Drunk Driving,May
2022,Karnataka,4286,473,Vehicle Defect,Nov
2020,Haryana,2372,692,Drunk Driving,May
2022,Madhya Pradesh,3518,964,Drunk Driving,Mar
2022,Haryana,2062,247,Vehicle Defect,May
2015,Bihar,4899,562,Vehicle Defect,Dec
2015,Assam,1223,289,Drunk Driving,Dec
2018,Delhi,2848,423,Weather,Feb
2015,Assam,438,102,Drunk Driving,Apr
2021,Assam,820,123,Drunk Driving,Feb
2015,Odisha,1505,442,Vehicle Defect,Oct
2022,Kerala,474,89,Vehicle Defect,Jun
2017,Punjab,1430,285,Drunk Driving,Feb
2018,Tamil Nadu,219,37,Vehicle Defect,Mar
2016,Punjab,4236,814,Vehicle Defect,May
2021,Uttar Pradesh,872,222,Overtaking,Dec
2015,Uttar Pradesh,3590,756,Vehicle Defect,Aug
2015,Tamil Nadu,4596,1134,Drunk Driving,Aug
2015,Gujarat,3833,1090,Overtaking,Apr
2019,Madhya Pradesh,3529,409,Vehicle Defect,Aug
2016,Odisha,2567,467,Vehicle Defect,May
2023,Karnataka,913,95,Drunk Driving,Sep
2019,Rajasthan,463,126,Drunk Driving,Nov
2018,Karnataka,2348,462,Vehicle Defect,Jun
2018,Odisha,2848,737,Weather,Dec
2022,Haryana,414,84,Overtaking,Apr
2017,Uttar Pradesh,1122,168,Speeding,Jan
2020,Punjab,3791,546,Drunk Driving,Dec
2019,Gujarat,2790,521,Vehicle Defect,Jun
2022,Madhya Pradesh,752,142,Drunk Driving,Jan
2022,Delhi,1300,252,Overtaking,Jun
2017,Uttar Pradesh,2084,414,Speeding,Jul
2015,Maharashtra,786,160,Overtaking,May
2023,Bihar,1511,226,Vehicle Defect,Feb
2017,Odisha,4519,966,Overtaking,Jan
2021,Karnataka,1164,293,Speeding,May
2018,Haryana,4590,1321,Drunk Driving,Aug
2018,Bihar,3209,428,Vehicle Defect,Jul
2022,Assam,4610,678,Speeding,Dec
2019,Assam,3202,717,Vehicle Defect,Aug
2017,Gujarat,2508,523,Weather,Aug
2018,West Bengal,3672,551,Overtaking,Apr
2022,Uttar Pradesh,4631,632,Vehicle Defect,Dec
2016,Gujarat,3798,552,Speeding,May
2023,Haryana,3113,742,Speeding,Feb
2021,Uttar Pradesh,632,143,Vehicle Defect,Nov
2020,Punjab,1750,375,Weather,Mar
2015,Punjab,470,105,Weather,Jun
2023,Tamil Nadu,4820,1193,Weather,Jun
2019,Delhi,2963,493,Overtaking,May
2021,Delhi,2360,637,Drunk Driving,Apr
2022,Maharashtra,2848,584,Drunk Driving,Dec
2018,Tamil Nadu,4207,775,Weather,Jul
2021,Kerala,4290,915,Drunk Driving,Apr
2018,Tamil Nadu,3555,421,Speeding,Jul
2021,Maharashtra,4205,1250,Weather,Aug
2018,Rajasthan,1456,404,Speeding,Sep
2018,Gujarat,2635,671,Vehicle Defect,Apr
2023,Karnataka,3733,812,Weather,Jan
2018,Uttar Pradesh,3127,703,Speeding,Sep
2022,Uttar Pradesh,707,189,Vehicle Defect,Jan
2017,Bihar,2489,683,Overtaking,Nov
2016,Haryana,1798,288,Vehicle Defect,Feb
2016,Delhi,979,159,Vehicle Defect,Jan
2016,Maharashtra,3500,562,Speeding,Mar
2020,Kerala,1097,117,Vehicle Defect,Feb
2015,Haryana,516,80,Drunk Driving,Nov
2016,Maharashtra,4099,411,Speeding,Apr
2021,Uttar Pradesh,391,67,Vehicle Defect,Sep
2020,Haryana,4620,769,Vehicle Defect,Jun
2019,Maharashtra,941,96,Vehicle Defect,Aug
2022,Punjab,4773,705,Drunk Driving,Nov
2018,Punjab,3701,776,Vehicle Defect,Dec
2019,Haryana,2627,307,Speeding,Apr
2023,Tamil Nadu,1344,252,Weather,Aug
2017,Odisha,1663,453,Weather,May
2022,Tamil Nadu,1424,356,Overtaking,Jun
2017,Odisha,4339,654,Weather,Oct
2016,Rajasthan,1814,422,Overtaking,Dec
2020,West Bengal,700,83,Weather,Feb
2018,Assam,2924,323,Weather,Jul
2022,Delhi,1146,122,Overtaking,Sep
2021,Haryana,3093,606,Overtaking,Dec
2017,Maharashtra,3058,397,Overtaking,Jun
2022,Karnataka,2971,514,Drunk Driving,Jul
2022,Rajasthan,2065,346,Speeding,Mar
2021,Rajasthan,2012,221,Weather,May
2021,Odisha,3112,404,Speeding,Jun
2019,Bihar,2500,624,Drunk Driving,Feb
2022,Karnataka,221,57,Overtaking,Oct
2018,Haryana,1386,309,Speeding,Mar
2023,Madhya Pradesh,4775,836,Weather,Mar
2022,Odisha,3853,1019,Weather,Mar
2016,Haryana,1817,525,Vehicle Defect,Aug
2019,Odisha,2786,505,Weather,Nov
2022,Rajasthan,2804,281,Overtaking,Feb
2015,Kerala,3049,322,Speeding,Sep
2018,Kerala,3845,525,Vehicle Defect,May
2017,Tamil Nadu,1739,322,Speeding,Mar
2018,Maharashtra,955,117,Drunk Driving,Sep
2018,Rajasthan,944,241,Speeding,Feb
2019,Bihar,1640,459,Weather,Aug
2017,Haryana,877,200,Vehicle Defect,Nov
2020,Haryana,2702,429,Drunk Driving,Feb
2017,Uttar Pradesh,662,197,Speeding,Nov
2019,Punjab,924,130,Overtaking,Jan
2022,Maharashtra,3668,653,Drunk Driving,Jul
2018,Tamil Nadu,1853,511,Speeding,May
2018,Karnataka,1330,227,Weather,Jun
2019,Odisha,4388,520,Drunk Driving,Jan
2018,Rajasthan,3687,881,Speeding,Sep
2017,Karnataka,4488,811,Drunk Driving,Nov
2017,Haryana,3909,499,Drunk Driving,Nov
2018,Assam,1691,478,Weather,Nov
2016,Punjab,374,81,Speeding,Jan
2017,Odisha,3584,707,Drunk Driving,Jun
2023,Rajasthan,553,116,Speeding,Jun
2015,Delhi,447,57,Drunk Driving,Nov
2020,Bihar,4897,1390,Weather,Jul
2016,Uttar Pradesh,3819,835,Overtaking,Jun
2018,Bihar,2731,481,Weather,Sep
2016,Odisha,2432,720,Speeding,Dec
2023,Delhi,235,38,Drunk Driving,Jul
2018,Punjab,129,26,Drunk Driving,Nov
2021,Maharashtra,2654,474,Weather,Mar
2022,Punjab,1704,170,Speeding,Jul
2017,Karnataka,1984,442,Drunk Driving,Sep
2023,Madhya Pradesh,1081,287,Weather,May
2018,Bihar,3624,513,Overtaking,Dec
2022,Rajasthan,4527,1256,Overtaking,Apr
2018,Uttar Pradesh,2247,405,Weather,Nov
2020,Odisha,1110,209,Speeding,Oct
2016,Kerala,1691,388,Drunk Driving,May
2015,Haryana,319,89,Overtaking,Jul
2019,Assam,1142,252,Speeding,Jan
2020,Kerala,1065,182,Vehicle Defect,Nov
2023,Tamil Nadu,1456,386,Speeding,Apr
2018,Assam,1796,403,Vehicle Defect,Nov
2015,Maharashtra,3082,507,Vehicle Defect,May
2017,Rajasthan,1550,440,Speeding,Jan
2015,Kerala,3406,813,Overtaking,Nov
2020,Rajasthan,4639,499,Vehicle Defect,Sep
2018,Delhi,1428,389,Speeding,Dec
2016,Tamil Nadu,649,85,Drunk Driving,Feb
2019,Madhya Pradesh,842,200,Overtaking,Apr
2023,Bihar,3199,572,Weather,Dec
2021,Rajasthan,4157,993,Overtaking,Jul
2016,Rajasthan,593,171,Overtaking,Jun
2019,Punjab,362,87,Overtaking,Oct
2020,Punjab,1476,384,Speeding,Jan
2018,Delhi,1193,284,Drunk Driving,Mar
2018,Madhya Pradesh,2546,290,Vehicle Defect,Jan
2020,Maharashtra,3992,1095,Vehicle Defect,Dec
2021,Maharashtra,4236,755,Overtaking,Mar
2016,Rajasthan,177,42,Overtaking,Jun
2021,Gujarat,457,135,Overtaking,Jan
2018,Tamil Nadu,4157,1147,Drunk Driving,Sep
2022,Rajasthan,1821,230,Speeding,Feb
2017,Haryana,3398,1003,Speeding,Jan
2016,Madhya Pradesh,1737,243,Drunk Driving,Jul
2017,Uttar Pradesh,1732,367,Drunk Driving,Feb
2021,Madhya Pradesh,1301,309,Weather,Oct
2023,Madhya Pradesh,4385,563,Drunk Driving,Aug
2016,Uttar Pradesh,4834,773,Overtaking,Apr
2019,Delhi,4903,862,Speeding,Jan
2023,Haryana,4683,716,Weather,Sep
2020,Gujarat,900,170,Vehicle Defect,Sep
2023,Punjab,2835,600,Speeding,Dec
2016,Punjab,3569,442,Drunk Driving,Apr
2020,Odisha,1644,291,Overtaking,Feb
2020,Uttar Pradesh,2315,656,Drunk Driving,Jun
2015,Gujarat,4966,1327,Speeding,Oct
2017,Gujarat,2470,582,Vehicle Defect,Jan
2017,Maharashtra,286,78,Drunk Driving,Dec
2023,Kerala,1216,213,Speeding,Feb
2018,Maharashtra,609,123,Drunk Driving,May
2016,Uttar Pradesh,4899,673,Drunk Driving,Sep
2021,Odisha,3558,488,Weather,May
2017,Gujarat,3510,367,Weather,Apr
2016,Haryana,2936,385,Drunk Driving,Mar
2017,Kerala,100,14,Weather,Aug
2016,Tamil Nadu,1457,418,Drunk Driving,Jul
2016,Delhi,2798,321,Speeding,Feb
2023,Bihar,1836,360,Speeding,Dec
2021,Odisha,4094,655,Drunk Driving,Sep
2023,Maharashtra,4496,799,Overtaking,Jan
2018,Kerala,4249,776,Overtaking,Oct
2023,Tamil Nadu,1324,236,Drunk Driving,Oct
2016,West Bengal,3790,862,Weather,Jul
2020,Delhi,1837,222,Speeding,Dec
2019,Madhya Pradesh,1274,355,Weather,Feb
2020,Tamil Nadu,2898,322,Speeding,Jan
2021,Kerala,4283,786,Speeding,Aug
2020,Uttar Pradesh,3896,504,Overtaking,Oct
2022,Madhya Pradesh,2009,482,Vehicle Defect,Jul
2020,Madhya Pradesh,4894,1362,Speeding,Nov
2019,Madhya Pradesh,3445,972,Weather,Nov
2016,Maharashtra,835,119,Weather,Mar
2016,Delhi,640,128,Drunk Driving,Jan
2022,Delhi,1931,527,Weather,Jun
2022,Uttar Pradesh,4565,622,Overtaking,Mar
2019,Karnataka,3714,1032,Speeding,Mar
2018,Punjab,1975,471,Weather,May
2023,Gujarat,1767,251,Speeding,Nov
2018,Kerala,1802,461,Weather,Nov
2016,Haryana,1541,210,Weather,Dec
2021,Odisha,165,37,Vehicle Defect,Dec
2023,Assam,2840,752,Speeding,May
2020,Punjab,3276,749,Vehicle Defect,Aug
2017,West Bengal,3056,532,Overtaking,Jun
2015,Punjab,3491,635,Weather,Jul
2022,Bihar,1839,427,Drunk Driving,Nov
2018,Karnataka,3565,1060,Overtaking,Jan
2021,Uttar Pradesh,284,68,Vehicle Defect,Mar
2015,Odisha,2182,286,Speeding,Jul
2015,Bihar,2606,305,Drunk Driving,Dec
2018,Kerala,1915,356,Drunk Driving,Oct
2019,Gujarat,4689,1253,Drunk Driving,Dec
2016,Haryana,2203,438,Overtaking,Mar
2016,Delhi,1303,357,Vehicle Defect,Sep
2017,Tamil Nadu,3357,363,Drunk Driving,Sep
2017,Delhi,842,86,Weather,Feb
2022,Punjab,2902,488,Speeding,May
2015,Maharashtra,1825,459,Vehicle Defect,Mar
2016,Uttar Pradesh,1266,138,Drunk Driving,Oct
2015,Maharashtra,3760,859,Drunk Driving,Nov
2021,Assam,3438,881,Drunk Driving,Jul
2015,Haryana,2203,513,Weather,Oct
2020,Madhya Pradesh,2796,358,Speeding,Aug
2023,Rajasthan,1141,297,Overtaking,Jun
2020,Kerala,1814,314,Speeding,Nov
2017,Karnataka,3901,927,Vehicle Defect,Apr
2021,Bihar,1619,312,Speeding,May
2020,Maharashtra,3150,359,Vehicle Defect,Oct
2017,Maharashtra,1784,380,Speeding,Oct
2021,Assam,511,149,Weather,Feb
2015,Haryana,125,16,Drunk Driving,Mar
2019,Karnataka,3710,775,Vehicle Defect,May
2023,Assam,1823,304,Overtaking,Aug
2020,West Bengal,2708,454,Weather,Jul
2022,Uttar Pradesh,4302,1036,Overtaking,Feb
2021,Bihar,327,52,Speeding,Feb
2022,Odisha,2774,536,Speeding,Aug
2016,Maharashtra,521,114,Vehicle Defect,Apr
2020,Punjab,664,179,Speeding,Jun
2020,Kerala,2387,514,Speeding,Sep
2020,Delhi,3522,1029,Drunk Driving,Apr
2023,Tamil Nadu,3719,1054,Speeding,Feb
2015,Gujarat,584,126,Weather,Dec
2015,Maharashtra,346,91,Speeding,Jul
2023,Uttar Pradesh,2253,421,Drunk Driving,Aug
2018,Tamil Nadu,715,180,Speeding,Jan
2017,West Bengal,1772,444,Drunk Driving,Aug
2021,Karnataka,2596,351,Drunk Driving,Sep
2017,Tamil Nadu,3702,1042,Vehicle Defect,Sep
2022,West Bengal,850,135,Vehicle Defect,Mar
2022,Delhi,3939,945,Vehicle Defect,Dec
2018,Assam,1188,315,Speeding,Sep
2016,Assam,3779,678,Vehicle Defect,May
2018,Kerala,193,45,Speeding,Jan
2022,Madhya Pradesh,1763,420,Speeding,Sep
2023,Karnataka,1582,343,Weather,May
2015,Kerala,3541,847,Speeding,Oct
2016,Madhya Pradesh,2011,379,Drunk Driving,Apr
2018,Odisha,1474,175,Drunk Driving,Mar
2018,Gujarat,747,188,Drunk Driving,Jan
2020,Madhya Pradesh,901,164,Drunk Driving,Sep
2019,Odisha,2532,486,Speeding,Sep
2018,Kerala,1636,182,Overtaking,Feb
2018,Haryana,4322,1229,Speeding,Jul
2017,Maharashtra,3645,371,Speeding,Dec
2019,Delhi,2866,414,Speeding,Mar
2017,Madhya Pradesh,1720,338,Speeding,Jan
2022,Karnataka,4476,826,Overtaking,May
2021,Kerala,1627,423,Drunk Driving,Jul
2018,Assam,2964,633,Vehicle Defect,Nov
2018,Assam,474,51,Overtaking,May
2019,Rajasthan,1333,204,Weather,Jul
2018,Assam,2078,543,Vehicle Defect,Apr
2022,Haryana,2379,695,Speeding,Feb
2015,Tamil Nadu,653,85,Weather,Jan
2021,Kerala,444,85,Weather,Sep
2019,West Bengal,3607,926,Drunk Driving,Aug
2020,West Bengal,3068,562,Overtaking,Feb
2023,Rajasthan,3836,937,Speeding,Oct
2015,Gujarat,4426,604,Weather,Dec
2019,Haryana,4807,727,Drunk Driving,Feb
2018,Maharashtra,2501,634,Vehicle Defect,Jul
2023,Haryana,671,118,Overtaking,Sep
2020,Kerala,660,169,Vehicle Defect,Jul
2015,Odisha,3489,740,Overtaking,May
2016,Assam,3957,1120,Vehicle Defect,Mar
2017,Rajasthan,4941,810,Weather,Jan
2023,Tamil Nadu,2723,665,Weather,Dec
2017,West Bengal,1305,277,Speeding,Oct
2018,Kerala,3094,626,Speeding,Jan
2021,West Bengal,2205,652,Weather,Jan
2020,Uttar Pradesh,4733,1371,Overtaking,Mar
2022,Karnataka,264,56,Weather,Oct
2017,Punjab,1104,316,Weather,Apr
2023,West Bengal,998,100,Speeding,Sep
2019,Karnataka,3835,694,Vehicle Defect,Mar
2022,Haryana,3661,1087,Weather,Dec
2019,Gujarat,3819,1100,Weather,May
2021,Maharashtra,4507,645,Overtaking,Jun
2018,Rajasthan,2996,609,Vehicle Defect,Nov
2023,Kerala,1880,559,Speeding,Apr
2020,Haryana,3126,544,Weather,Feb
2017,West Bengal,734,219,Speeding,Feb
2015,Odisha,434,94,Speeding,Jan
2017,Bihar,1353,373,Drunk Driving,Apr
2020,Madhya Pradesh,4287,807,Vehicle Defect,Apr
2019,West Bengal,2778,304,Weather,Oct
2018,Kerala,4288,706,Weather,Jan
2015,Uttar Pradesh,972,229,Speeding,Oct
2016,Maharashtra,1465,357,Speeding,Oct
2015,Odisha,3866,875,Speeding,Dec
2015,Bihar,634,121,Weather,Apr
2018,Kerala,3119,556,Speeding,Jan
2023,Madhya Pradesh,3243,795,Vehicle Defect,Oct
2019,Gujarat,1422,190,Weather,Jan
2017,Tamil Nadu,2976,472,Vehicle Defect,Mar
2023,Karnataka,2908,692,Overtaking,May
2020,Delhi,2155,352,Vehicle Defect,Aug
2023,Punjab,768,86,Weather,Dec
2016,West Bengal,1753,189,Vehicle Defect,Sep
2022,Rajasthan,4528,789,Drunk Driving,Jan
2023,Assam,180,18,Weather,Dec
2020,Madhya Pradesh,3345,920,Drunk Driving,Jun
2020,Gujarat,1050,164,Overtaking,Sep
2020,Bihar,4030,949,Drunk Driving,Jul
2015,Delhi,2201,514,Overtaking,Jun
2021,Haryana,4574,1089,Speeding,Nov
2023,Madhya Pradesh,132,39,Weather,Jun
2022,Haryana,4525,463,Overtaking,Jul
2018,West Bengal,4500,1000,Weather,Aug
2016,Punjab,4168,628,Speeding,Jan
2020,Haryana,1712,388,Overtaking,Mar
2020,Punjab,3442,1025,Overtaking,May
2018,Tamil Nadu,153,38,Vehicle Defect,Mar
2018,Rajasthan,311,39,Vehicle Defect,Apr
2019,West Bengal,4342,1167,Vehicle Defect,Aug
2022,Tamil Nadu,3297,523,Weather,Apr
2021,Bihar,2416,287,Weather,Nov
2023,Punjab,2192,615,Drunk Driving,Dec
2015,Punjab,916,93,Speeding,Aug
2015,Haryana,4807,954,Speeding,Apr
2015,Rajasthan,345,60,Vehicle Defect,Mar
2021,Punjab,1434,196,Vehicle Defect,Sep
2015,Tamil Nadu,394,61,Vehicle Defect,Dec
2022,Kerala,1145,230,Overtaking,Nov
2023,Delhi,4272,565,Speeding,Dec
2020,Tamil Nadu,3144,899,Overtaking,Sep
2017,Odisha,4745,1086,Speeding,Jul
2023,Tamil Nadu,188,40,Vehicle Defect,Dec
2021,Bihar,4747,1333,Overtaking,Jan
2016,West Bengal,4299,1213,Weather,Aug
2019,Odisha,1223,303,Speeding,Nov
2015,Uttar Pradesh,2540,611,Overtaking,Jan
2020,Uttar Pradesh,2565,702,Weather,Aug
2022,Gujarat,1624,428,Speeding,Dec
2018,Odisha,2842,550,Vehicle Defect,Oct
2021,Haryana,2803,538,Weather,Jan
2018,Uttar Pradesh,1199,134,Speeding,Sep
2020,Punjab,437,55,Overtaking,Feb
2019,Uttar Pradesh,4451,1195,Overtaking,Jun
2020,Uttar Pradesh,743,121,Vehicle Defect,Oct
2021,Haryana,3427,584,Overtaking,Jul
2018,Maharashtra,2782,501,Drunk Driving,Oct
2020,Tamil Nadu,2866,380,Vehicle Defect,Jan
2019,Bihar,376,40,Speeding,Jul
2020,Delhi,2432,381,Drunk Driving,Dec
2015,West Bengal,3816,823,Speeding,Sep
2023,Odisha,4744,1258,Vehicle Defect,Feb
